date,state,cases,population_x,Infec,population_y,Rtdata,Rtmod
2020-05-09,AC,1335,894470,1125.3255043892034,409762.0,1.8154275385460987,1.8632018226152387
2020-05-10,AC,1447,894470,1223.633725564056,409762.0,1.3824343251101552,1.8435796124058967
2020-05-11,AC,1460,894470,1329.8239818966756,409762.0,0.8592763840582923,1.8277621887028581
2020-05-12,AC,1590,894470,1444.5204159474313,409762.0,0.5213583834645543,1.814967966208928
2020-05-13,AC,1694,894470,1568.3941481758106,409762.0,0.5228629673800936,1.8045653908800536
2020-05-14,AC,1740,894470,1702.1674352280536,409762.0,0.2449191186620761,1.7960384065582526
2020-05-15,AC,1785,894470,1846.6150118691128,409762.0,0.5285597421558239,1.7889619321416992
2020-05-16,AC,1867,894470,2002.5706983700245,409762.0,1.3717124148553004,1.7830149784328866
2020-05-17,AC,1996,894470,2170.929770574762,409762.0,2.032511309824454,1.7779083682706551
2020-05-18,AC,2234,894470,2352.6531697363725,409762.0,2.028413319241208,1.7734394435438472
2020-05-19,AC,2482,894470,2548.7731187850923,409762.0,2.817199192528137,1.7694543403629759
2020-05-20,AC,2482,894470,2760.3967915400303,,,
2020-05-21,AC,3103,894470,2988.710385326274,,,
2020-05-22,AC,3343,894470,3234.9843221480755,,,
2020-03-08,AL,1,3351092,0.0,,,
2020-03-09,AL,1,3351092,0.07387030905722157,,,
2020-03-10,AL,1,3351092,0.150249089544435,,,
2020-03-11,AL,1,3351092,0.23437881702763835,,,
2020-03-12,AL,1,3351092,0.32973785042230863,,,
2020-03-13,AL,1,3351092,0.4392480263883577,,,
2020-03-14,AL,1,3351092,0.5656990403615713,,,
2020-03-15,AL,1,3351092,0.7122169625594378,,,
2020-03-16,AL,1,3351092,0.8820768693580477,,,
2020-03-17,AL,1,3351092,1.079260134389206,,,
2020-03-18,AL,1,3351092,1.3079745274976309,,,
2020-03-19,AL,4,3351092,1.5734964100331266,,,
2020-03-20,AL,6,3351092,1.8821922192456264,,,
2020-03-21,AL,7,3351092,2.2405586391656542,,,
2020-03-22,AL,7,3351092,2.656638605536625,,,
2020-03-23,AL,8,3351092,3.139973762532838,,,
2020-03-24,AL,10,3351092,3.700908595891608,,,
2020-03-25,AL,11,3351092,4.35220454902943,,,
2020-03-26,AL,11,3351092,5.1076313084585685,,,
2020-03-27,AL,12,3351092,5.984594304961879,,,
2020-03-28,AL,14,3351092,7.002567134182468,,,
2020-03-29,AL,17,3351092,8.1839019264728,,,
2020-03-30,AL,17,3351092,9.556134606342095,,,
2020-03-31,AL,18,3351092,11.149871895295146,,,
2020-04-01,AL,18,3351092,13.000046133778687,,,
2020-04-02,AL,18,3351092,15.149774831128738,,,
2020-04-03,AL,23,3351092,17.64590348121251,,,
2020-04-04,AL,23,3351092,20.542194144568416,,,
2020-04-05,AL,28,3351092,23.90668735039386,,,
2020-04-06,AL,31,3351092,27.812386910405998,,,
2020-04-07,AL,34,3351092,32.34273078251472,,,
2020-04-08,AL,37,3351092,37.60191581138114,,,
2020-04-09,AL,37,3351092,43.707300551135816,,,
2020-04-10,AL,45,3351092,50.79781963560029,,,
2020-04-11,AL,48,3351092,59.02914242393789,,,
2020-04-12,AL,48,3351092,68.58398979803579,,,
2020-04-13,AL,58,3351092,79.67656115279809,,,
2020-04-14,AL,72,3351092,92.55426199645792,,,
2020-04-15,AL,83,3351092,107.50365010091362,,,
2020-04-16,AL,89,3351092,124.8597629328485,,,
2020-04-17,AL,110,3351092,145.0080733695082,,,
2020-04-18,AL,132,3351092,168.39663119585242,,,
2020-04-19,AL,159,3351092,195.54700570052205,,,
2020-04-20,AL,171,3351092,227.05926218854322,1042028.0,4.658774349604647,3.960944117047531
2020-04-21,AL,210,3351092,263.630015359562,1042028.0,5.907825650525532,3.9603333263803706
2020-04-22,AL,243,3351092,306.0767732222737,1042028.0,7.076197329751952,3.959785287028132
