,date,state,cases,deaths,population,Infec_mean,Infec_lb,Infec_ub
43,2020-04-24,PR,1133,67,8562535.0,1196.462008368091,1095.8326314239744,1297.238396955204
44,2020-04-25,PR,1155,71,8562535.0,1243.4819466216052,1144.2549358281433,1345.2249298791796
45,2020-04-26,PR,1171,75,8565738.0,1290.5864141027166,1193.0957866190936,1393.0359127785866
46,2020-04-27,PR,1201,77,8599304.0,1337.779034925625,1242.1767063152952,1439.2741076518923
47,2020-04-28,PR,1286,79,8631315.0,1385.0627633707174,1288.8150295342696,1486.3387101501444
48,2020-04-29,PR,1364,84,8665144.0,1432.4401388838064,1335.2485677422592,1534.0091150926999
49,2020-04-30,PR,1423,88,8693276.0,1479.9135672941186,1382.7624068161872,1581.6341333431171
50,2020-05-01,PR,1464,92,8725122.0,1527.4851164347706,1433.0847203528706,1629.0909673372205
51,2020-05-02,PR,1510,93,8759614.0,1575.1568454977346,1482.808835738775,1676.361304616497
52,2020-05-03,PR,1533,96,8759614.0,1622.9308243588323,1531.1378746980242,1722.3030947949744
53,2020-05-04,PR,1581,97,8787602.0,1670.808967093681,1579.4342765052436,1769.8413343653028
54,2020-05-05,PR,1608,102,8805708.0,1718.7932666886616,1628.4697930467853,1815.3829149833127
55,2020-05-06,PR,1647,104,8852518.0,1766.8853496229726,1680.2544104980225,1860.6126981586526
56,2020-05-07,PR,1678,107,8866148.0,1815.087880122056,1731.523370286352,1907.194307315034
57,2020-05-08,PR,1734,109,8904369.0,1863.4022500799567,1778.4412717822283,1956.6696651071366
58,2020-05-09,PR,1809,110,8978746.0,1911.8308046567968,1821.439842734933,2005.8633499616642
59,2020-05-10,PR,1859,112,9018077.0,1960.3750006689768,1865.2597129354235,2055.3624144995674
60,2020-05-11,PR,1873,114,9037470.0,2009.0373329884715,1910.4349752219935,2106.0130812364623
61,2020-05-12,PR,1930,116,9112395.0,2057.819524091182,1958.853731432776,2154.602126612816
62,2020-05-13,PR,2023,120,9200739.0,2106.7237270551605,2009.6333887959809,2210.4328637876265
63,2020-05-14,PR,2091,122,9241799.0,2155.7518476248733,2053.425291682853,2259.5358237694845
64,2020-05-15,PR,2167,124,9428348.0,2204.9061652607893,2093.4403238689524,2310.5308802708482
65,2020-05-16,PR,2272,126,9487492.0,2254.1885873268875,2131.1193936997006,2370.8113570200103
